patch_layer,4,8,12,16,20,24,28,30,final
4,1.3946068798674949,1.701039320158536,1.2464074768044948,1.3287501918678457,1.3188384402489937,1.2913191526772836,1.164758706042304,1.2739088585474256,1.7131360163658433
8,,1.411520449671228,1.9520705450098468,2.0670360114348774,1.9886091645107045,1.8854041105952344,1.6299015798439191,1.839346738160868,2.1797763157717234
12,,,1.4045114123695766,2.2065742991795556,1.5754007414680447,1.55629930593985,1.4409457188556383,1.480784574728504,1.799729529035143
16,,,,1.3940867774390915,2.020914914529735,1.8663283741905434,1.5997256962607598,1.647089358927058,1.7836610279626042
20,,,,,1.5286672370025136,2.495308396030382,1.637794867194985,1.3857801011133288,1.7580902594216874
24,,,,,,1.8403169825189891,2.251402428575042,1.7966274464506302,1.9540851420134917
28,,,,,,,2.3267108479667673,2.304603516504382,3.370039376077899
30,,,,,,,,2.585428049942792,1.6416764562403414
