Model,patch_layer,patch_hook,target_layer,target_sort,horizon,perturbation,top_k,mean_kl_bits,std_kl_bits,mean_norm_l2,std_norm_l2,mean_cosine_distance,std_cosine_distance,mean_delta_norm,mean_relative_delta_norm,n_measurements,total_cached_tokens
Llama-3.1-8B,8,blocks.8.hook_resid_post,12,12,4,sae_over_random_ratio,64,1.9520705450098468,,1.7007252419326135,,1.9984816111396633,,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,16,16,8,random_matched_norm,64,2.654460161924362,0.1421808093397211,0.8151918575167656,0.019759631010742892,0.35771894082427025,0.017092268293736956,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,16,16,8,sae,64,5.486864745616913,0.07937271314204311,1.171098232269287,0.009524837862005186,0.7679425813257694,0.007355553867458881,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,16,16,8,sae_over_random_ratio,64,2.0670360114348774,,1.4365921610609338,,2.14677640372144,,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,20,20,12,random_matched_norm,64,4.4394511282444,0.1936951951337909,1.0089025758206844,0.02658306338231218,0.5092198867350817,0.024361870022989836,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,20,20,12,sae,64,8.8283331990242,0.2501772546581164,1.328113205730915,0.018312553002832792,0.8201746009290218,0.005886787919084479,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,20,20,12,sae_over_random_ratio,64,1.9886091645107045,,1.3163939091448658,,1.610649195552161,,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,24,24,16,random_matched_norm,64,6.423240959644318,0.31192059110532233,1.095651425421238,0.03440950478009,0.5883931964635849,0.02791533308196038,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,24,24,16,sae,64,12.110404908657074,0.3280713148067137,1.4038110077381134,0.026414188731005483,0.9053208231925964,0.00401497862612494,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,24,24,16,sae_over_random_ratio,64,1.8854041105952344,,1.2812569537783418,,1.5386323782019222,,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,28,28,20,random_matched_norm,64,7.596900314092636,0.41332985426534774,1.1595910638570786,0.03676422504979515,0.6524481885135174,0.030785110393960865,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,28,28,20,sae,64,12.382199823856354,0.27065736089845804,1.4551489725708961,0.025543303821621427,0.9749677777290344,0.005540745982663038,14.186760127544403,0.5855547860264778,16,8192
Llama-3.1-8B,8,blocks.8.hook_resid_post,28,28,20,sae_over_random_ratio,64,1.6299015798439191,,1.2548811541637108,,1.4943221467904115,,14.186760127544403,0.5855547860264778,16,8192
