Model,N,Total Bound,Random Baseline,P,Risk,Color,Crossing N
Llama-3.1-8B,190117.0,17.785423434085004,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,195372.0,17.64174714906042,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,200773.0,17.499997080556973,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,206324.0,17.360149565080214,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,212027.0,17.222231070062495,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,217889.0,17.08614903991351,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,223912.0,16.95193338285417,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,230102.0,16.819524491216196,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,236463.0,16.68891115350756,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,242999.0,16.56008290318786,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,249717.0,16.432974174447338,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
Llama-3.1-8B,256620.0,16.307599811155153,16.968666793195208,130700,6.207154750823975,#26ba15,223147.54519202415
