R_hat_hG,eps_loss_hat,eta_hat,B,delta,m,N,P
7.837236,2.5533485,0.0086,17.968666793195208,0.05,131072,10000.0,126350
7.8400702,2.5627596,0.008966667,17.968666793195208,0.05,131072,30000.0,126350
7.8382373,2.5606105,0.00858,17.968666793195208,0.05,131072,50000.0,126350
7.8403993,2.5604756,0.008485714,17.968666793195208,0.05,131072,70000.0,126350
