Model,Layer,N,Total Bound,Random Baseline,P,Risk,Color
Llama-3.1-8B,12,10000.0,64.19398687068795,16.968666793195208,88634,12.124263,#1f77b4
Llama-3.1-8B,12,30000.0,45.24152606157742,16.968666793195208,88634,12.131964,#1f77b4
Llama-3.1-8B,12,50000.0,39.42668552194123,16.968666793195208,88634,12.13734,#1f77b4
Llama-3.1-8B,12,70000.0,36.30040431442494,16.968666793195208,88634,12.132407,#1f77b4
