R_hat_hG,eps_loss_hat,eta_hat,B,delta,m,N,P
7.900469,2.609511,0.0123,17.968666793195208,0.05,131072,10000.0,119707
7.903736,2.6170661,0.0121,17.968666793195208,0.05,131072,30000.0,119707
7.9026723,2.6158903,0.01212,17.968666793195208,0.05,131072,50000.0,119707
7.9018025,2.6120465,0.012242857,17.968666793195208,0.05,131072,70000.0,119707
