Model,Layer,N,Total Bound,Random Baseline,P,Risk,Color
Llama-3.1-8B,8,10000.0,69.77497864000149,16.968666793195208,84117,15.140769,#1f77b4
Llama-3.1-8B,8,30000.0,50.97516933100657,16.968666793195208,84117,15.143432,#1f77b4
Llama-3.1-8B,8,50000.0,45.17943147243242,16.968666793195208,84117,15.145927,#1f77b4
Llama-3.1-8B,8,70000.0,42.092977995724276,16.968666793195208,84117,15.146634,#1f77b4
