Model,Layer,N,Total Bound,Random Baseline,P,Risk,Color
Llama-3.1-8B,4,10000.0,69.75666135849461,16.968666793195208,72752,15.713263,#1f77b4
Llama-3.1-8B,4,30000.0,51.38263050399593,16.968666793195208,72752,15.7100935,#1f77b4
Llama-3.1-8B,4,50000.0,45.73543859214162,16.968666793195208,72752,15.712611,#1f77b4
Llama-3.1-8B,4,70000.0,42.72512557682126,16.968666793195208,72752,15.713289,#1f77b4
