R_hat_hG,eps_loss_hat,eta_hat,B,delta,m,N,P
8.729669,3.443225,0.0211,17.968666793195208,0.05,131072,10000.0,109646
8.7335615,3.4527516,0.0199,17.968666793195208,0.05,131072,30000.0,109646
8.734205,3.4532397,0.01956,17.968666793195208,0.05,131072,50000.0,109646
8.733477,3.4499052,0.020057144,17.968666793195208,0.05,131072,70000.0,109646
