R_hat_hG,eps_loss_hat,eta_hat,B,delta,m,N,P
12.124263,6.8320656,0.0197,17.968666793195208,0.05,131072,10000.0,88634
12.131964,6.844373,0.019566666,17.968666793195208,0.05,131072,30000.0,88634
12.13734,6.8494763,0.02044,17.968666793195208,0.05,131072,50000.0,88634
12.132407,6.8416233,0.020142857,17.968666793195208,0.05,131072,70000.0,88634
