Model,alias_factor,alias_mode,N,Total Bound,Random Baseline,B,P,m_alias,R_hat_hG,eps_loss_hat,eta_hat,KL_M_Som_bits,t_proxy_risk,t_reconstruction_gap,t_mismatch,t_sparse_complexity,t_concentration,asymptotic_floor,top_k,alpha,delta,calibration_tokens,extrapolated,Crossing N
GPT-2 Small,16,token_hash,225297.0,23.412047182850674,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,15.522859045379596,0.05182011702352824,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,238934.0,22.961060449955426,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,15.073372836831009,0.05031959267686267,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,253397.0,22.52311626607042,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,14.636885782086328,0.04886246353654126,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,268736.0,22.097839653573327,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,14.21302415114983,0.0474474819759472,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,285003.0,21.68489109915593,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,13.801449560342947,0.046073518365431027,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,302255.0,21.28389310772116,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,13.40178577057138,0.04473931670222684,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,320551.0,20.894513572373075,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,13.013701779926203,0.043443771999321305,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,339954.0,20.516418636463982,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,12.636864842568508,0.04218577344792196,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,360532.0,20.14926306221281,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,12.27093086939336,0.04096417237189693,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,382356.0,19.79273353836993,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,11.915587591601218,0.039777926321160936,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,405500.0,19.44654372037234,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,11.570549617355523,0.038626082569265564,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,430046.0,19.11036413018478,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,11.23548856486128,0.03750754487595022,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,456077.0,18.78392968118743,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,10.910140229495621,0.03642143124425575,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,483684.0,18.46694429587777,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,10.594209518865949,0.035366756564269575,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,512963.0,18.15912888506871,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,10.287418272371507,0.03434259224965074,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,544013.0,17.860239796672687,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,9.989523648604658,0.03334812762047711,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,576943.0,17.570001287697842,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,9.700250822026412,0.032382445223878044,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,611866.0,17.288169765723648,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,9.41935701069764,0.031444734578455785,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,648904.0,17.014491764334178,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,9.1465895915366,0.030534152350026787,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,688183.0,16.748745558312244,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,8.881727577050878,0.02964996081381473,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,729840.0,16.490692368470842,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,8.624532982520266,0.028791365503026134,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,774018.0,16.240114936899282,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,8.37478927289521,0.02795764355651959,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,820871.0,15.996789301299426,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,8.132273231045577,0.02714804980629666,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,870560.0,15.760510377990556,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,7.896780455645656,0.026361901897348685,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,923256.0,15.531076809945304,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,7.668110259623753,0.02559852987399869,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,979142.0,15.308286085239585,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,7.4460608048540395,0.024857259937994078,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,16,token_hash,1038411.0,15.091946335310224,15.617036934287741,16.617036934287743,390109,393216,7.358922004699707,0.2158968448638916,0.015799999237060547,0.2532421946525574,7.358922004699707,0.2158968448638916,0.26254917088395324,7.230440861158969,0.024137453703703047,7.837368020447552,64,0.5,0.05,2240000,True,902965.9988799166
GPT-2 Small,32,token_hash,10719.0,109.26252139370985,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,100.64236028819863,0.23757402649900788,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
GPT-2 Small,32,token_hash,11488.0,105.82762137586585,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,97.21554952054501,0.22948477630862765,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
GPT-2 Small,32,token_hash,12314.0,102.50268094346038,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,93.89843938156471,0.22165448288345804,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
GPT-2 Small,32,token_hash,13198.0,99.2959796102009,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,90.69928988656423,0.2141026446244675,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
GPT-2 Small,32,token_hash,14146.0,96.19685788449306,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,87.6074666472401,0.20680415824074172,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
GPT-2 Small,32,token_hash,15162.0,93.20364407210637,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,84.62130190623131,0.1997550868628518,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
GPT-2 Small,32,token_hash,16251.0,90.31238451244548,15.617036934287741,16.617036934287743,778095,786432,7.359102249145508,0.2158968448638916,0.04859999939799309,0.2532421946525574,7.359102249145508,0.2158968448638916,0.8075879850028133,81.73685131388298,0.19294611955028776,8.382587079012213,64,0.5,0.05,2240000,True,2084264.4976936432
