Model,patch_layer,patch_hook,target_layer,target_sort,horizon,perturbation,top_k,mean_kl_bits,std_kl_bits,mean_norm_l2,std_norm_l2,mean_cosine_distance,std_cosine_distance,mean_delta_norm,mean_relative_delta_norm,n_measurements,total_cached_tokens
Llama-3.1-8B,4,blocks.4.hook_resid_post,8,8,4,sae,64,5.665732535104903,0.10748221943019506,2.051460334232875,0.03032840601502241,0.7451437900936793,0.0062695083125107465,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,8,8,4,sae_over_feature_shuffle_ratio,64,1.0043406157014434,,1.7814036126890544,,0.9634344983947376,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,9,9,5,feature_shuffled_matched_norm,64,6.2054615626259455,0.06615329727348389,1.300267529866052,0.009927581192594263,0.8622566925154792,0.004972752356980651,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,9,9,5,sae,64,5.740760962168376,0.10823418581024466,1.9171588288413153,0.02868240058727449,0.7615328450051565,0.0059986008612022655,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,9,9,5,sae_over_feature_shuffle_ratio,64,0.9251142568900348,,1.4744341335961937,,0.8831857747413024,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,10,10,6,feature_shuffled_matched_norm,64,6.330288591839018,0.06272911241054929,1.30578222918132,0.008346148905272462,0.8864154342621092,0.004639264859405189,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,10,10,6,sae,64,5.958408037821452,0.1249038746928018,1.8314241303337946,0.02629815304741533,0.772698754356021,0.005790054713260096,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,10,10,6,sae_over_feature_shuffle_ratio,64,0.9412537756182249,,1.4025494369624205,,0.8717117555599074,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,12,12,8,feature_shuffled_matched_norm,64,6.294816546969944,0.06645826571315189,1.2525252785001482,0.00892329922473699,0.8791928121021816,0.004165099464139466,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,12,12,8,sae,64,5.575620719364712,0.11557378658156167,1.5699310245968046,0.021543476604594027,0.7603695118238055,0.006406685390523315,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,12,12,8,sae_over_feature_shuffle_ratio,64,0.8857479289128096,,1.2534126468702793,,0.8648495544518099,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,13,13,9,feature_shuffled_matched_norm,64,6.42030143737793,0.06454600589121867,1.2805066070859394,0.008389023264197938,0.9026704534651742,0.004088405730315528,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,13,13,9,sae,64,5.670897892543247,0.10825675262042984,1.5407301622723777,0.018530977522903478,0.7770337102905153,0.0059000812032709935,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,13,13,9,sae_over_feature_shuffle_ratio,64,0.8832759564104297,,1.2032192210070913,,0.860816599576995,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,14,14,10,feature_shuffled_matched_norm,64,6.338076546078637,0.09076799395232843,1.2093867858250935,0.008629360961123005,0.8925500928409515,0.005139308117403065,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,14,14,10,sae,64,5.718289715903146,0.1302811046043784,1.4102888750651525,0.01597855243257376,0.7743052433407496,0.00580683787942325,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,14,14,10,sae_over_feature_shuffle_ratio,64,0.9022121576365385,,1.1661189716927454,,0.8675202092872644,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,16,16,12,feature_shuffled_matched_norm,64,6.962383043198359,0.11425339459036647,1.2569218003560627,0.009400672360825924,0.9347314730523124,0.005554684106599068,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,16,16,12,sae,64,5.8111237571353005,0.11161704447498969,1.3297975309311398,0.014007733399398294,0.7684849973708864,0.005137394080230171,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,16,16,12,sae_over_feature_shuffle_ratio,64,0.8346457988708711,,1.0579795262954568,,0.8221452037572271,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,17,17,13,feature_shuffled_matched_norm,64,6.933071106199234,0.11146768456990773,1.2788552745940194,0.010064851116682826,0.9382600415320623,0.0049758362583324734,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,17,17,13,sae,64,6.311695500025674,0.12767834578161324,1.34229224257999,0.0147603972581786,0.8067767516015067,0.005243125382347406,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,17,17,13,sae_over_feature_shuffle_ratio,64,0.9103751286182605,,1.0496044933670146,,0.8598647665780803,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,18,18,14,feature_shuffled_matched_norm,64,7.478456928616478,0.14147477815594162,1.3180506872752356,0.010803323871818756,0.9517383499751015,0.004646262357144534,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,18,18,14,sae,64,6.868943524739099,0.16733022650823642,1.3883275323443942,0.018032513920807285,0.79215878815878,0.006663072376668267,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,18,18,14,sae_over_feature_shuffle_ratio,64,0.918497437413183,,1.0533187727510236,,0.8323283265610804,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,20,20,16,feature_shuffled_matched_norm,64,8.887302792261517,0.2344730151157919,1.420289679179116,0.015484560669212754,0.9925412592433748,0.005149289752395921,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,20,20,16,sae,64,8.590465280744764,0.26138273010762175,1.4065264274203588,0.021753182333578723,0.8259803094561138,0.006056844019500438,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,20,20,16,sae_over_feature_shuffle_ratio,64,0.9665998201641989,,0.9903095460309816,,0.8321873793798433,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,21,21,17,feature_shuffled_matched_norm,64,9.780520484561013,0.28550646356431203,1.383927859957256,0.01892699810845791,0.9652151607331776,0.0036444400308345655,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,21,21,17,sae,64,9.661427407037644,0.31010900847794093,1.3998334559183272,0.024612133154496313,0.8558421267403497,0.005414090887060565,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,21,21,17,sae_over_feature_shuffle_ratio,64,0.9878234417369339,,1.011493081699766,,0.886685333548068,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,22,22,18,feature_shuffled_matched_norm,64,10.414807016887362,0.30932269387407146,1.3860976298650105,0.02016047927595387,0.9793819756734938,0.003935037993399678,12.973771049862815,0.5418367414247423,63,32256
