Model,patch_layer,patch_hook,target_layer,target_sort,horizon,perturbation,top_k,mean_kl_bits,std_kl_bits,mean_norm_l2,std_norm_l2,mean_cosine_distance,std_cosine_distance,mean_delta_norm,mean_relative_delta_norm,n_measurements,total_cached_tokens
Llama-3.1-8B,4,blocks.4.hook_resid_post,22,22,18,sae,64,10.723830556112622,0.35648253560282545,1.3884922739059207,0.026900123337829585,0.8590732566894047,0.0055233924973540965,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,22,22,18,sae_over_feature_shuffle_ratio,64,1.0296715569212358,,1.0017276157099724,,0.8771585326538646,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,24,24,20,feature_shuffled_matched_norm,64,11.638844898768834,0.386055756037089,1.4609527020227342,0.025252917236284745,0.9991059435738457,0.004673561718706911,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,24,24,20,sae,64,11.931474897596571,0.40588151425918584,1.416032215905568,0.031202436434031415,0.8704251173942809,0.005545144035205627,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,24,24,20,sae_over_feature_shuffle_ratio,64,1.0251425292950413,,0.9692526075245472,,0.8712040229494903,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,25,25,21,feature_shuffled_matched_norm,64,11.93044084215921,0.3960241948111711,1.5160449629738217,0.027539727936449855,1.0187427070405748,0.005028900396785117,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,25,25,21,sae,64,12.141969922989134,0.4120270790423804,1.4191197554270427,0.03084554304279736,0.8849831838456411,0.004760171059476851,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,25,25,21,sae_over_feature_shuffle_ratio,64,1.01773019820713,,0.9360670627098989,,0.8687013685884416,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,26,26,22,feature_shuffled_matched_norm,64,12.262422168065632,0.3918332980117586,1.53858516897474,0.0289955483195356,1.0328263176812067,0.005258202606067778,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,26,26,22,sae,64,12.106953969077459,0.40210907797080275,1.4237184751601446,0.030867983348692746,0.908024117114052,0.004170823237882443,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,26,26,22,sae_over_feature_shuffle_ratio,64,0.9873215750642601,,0.9253426484728573,,0.8791643876316518,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,28,28,24,feature_shuffled_matched_norm,64,12.462022009350004,0.3519112100354259,1.5308455001740229,0.027231999763269288,1.0201592199386111,0.004892095015522535,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,28,28,24,sae,64,12.108550783187624,0.3484733288151189,1.416732674553281,0.026623774719090547,0.940332243366847,0.0033114077369610488,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,28,28,24,sae_over_feature_shuffle_ratio,64,0.9716361256706835,,0.9254576470272343,,0.9217504728560235,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,29,29,25,feature_shuffled_matched_norm,64,13.57731496720087,0.3935977448709404,1.6329196842889937,0.027468356909309273,1.081428949795072,0.007002632832174862,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,29,29,25,sae,64,12.417150906154088,0.35253885436555976,1.4432273800410922,0.024663511443784408,0.9804245772815886,0.004083968459216032,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,29,29,25,sae_over_feature_shuffle_ratio,64,0.9145512891282683,,0.8838324345814367,,0.9066010092178285,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,30,30,26,feature_shuffled_matched_norm,64,14.09686235397581,0.2987632152663497,1.6263766610433186,0.02381001733373952,1.0397255042242626,0.005645562484662077,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,30,30,26,sae,64,13.131694506085108,0.2948554030120485,1.4440694082350958,0.020373471955244804,0.9765156469647847,0.004103438000138625,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,30,30,26,sae_over_feature_shuffle_ratio,64,0.9315331437836951,,0.8879058847959163,,0.9392052450356706,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,final,9999,full,feature_shuffled_matched_norm,64,12.907040777660551,0.3762623128086591,,0.0,,0.0,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,final,9999,full,sae,64,12.016233156597803,0.3458838694941798,,0.0,,0.0,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,4,blocks.4.hook_resid_post,final,9999,full,sae_over_feature_shuffle_ratio,64,0.9309828150070965,,,,,,12.973771049862815,0.5418367414247423,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,8,8,0,feature_shuffled_matched_norm,64,1.115928538261898,0.04458435685375615,0.5851156181759305,0.007432411099335076,0.1579569774487662,0.005845755919862228,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,8,8,0,sae,64,1.4689354764090643,0.04622690619126311,0.5850627043890575,0.0074333846048997,0.19739465486435664,0.005691300849453662,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,8,8,0,sae_over_feature_shuffle_ratio,64,1.3163347168242407,,0.9999095669552661,,1.2496735380264046,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,9,9,1,feature_shuffled_matched_norm,64,4.7524492097279385,0.09826132238437299,1.2047905316428533,0.020571762532917436,0.6448616404382009,0.011131478043584149,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,9,9,1,sae,64,4.178789373428103,0.07682273357766084,1.4302921635763985,0.019011264972067402,0.5493017605372837,0.00809314792261624,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,9,9,1,sae_over_feature_shuffle_ratio,64,0.8792917481105125,,1.1871708201641085,,0.8518133597836869,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,10,10,2,feature_shuffled_matched_norm,64,5.495765716310531,0.08883569862364034,1.2996228649502708,0.013818676381416331,0.7462354406477913,0.006566405426817972,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,10,10,2,sae,64,4.377357649424719,0.0684551561769786,1.5012487021703569,0.022960192355131893,0.5812587709653945,0.008023823901595933,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,10,10,2,sae_over_feature_shuffle_ratio,64,0.7964964074857558,,1.1551418051018987,,0.7789214225215784,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,12,12,4,feature_shuffled_matched_norm,64,6.187903169601682,0.11772378562894877,1.264368008053492,0.010399068275447978,0.8248269841784522,0.005399221759909169,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,12,12,4,sae,64,4.644816572704013,0.08710064933025667,1.3366039045273312,0.020019077416578813,0.6338226331604851,0.007971542550537595,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,12,12,4,sae_over_feature_shuffle_ratio,64,0.750628515895636,,1.0571320185371087,,0.7684310107674132,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,13,13,5,feature_shuffled_matched_norm,64,6.367059896862696,0.11187373269508497,1.2861839400397406,0.00942121819100887,0.8538579174450466,0.005701730884519949,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,13,13,5,sae,64,5.20659043296935,0.09120673226943857,1.3946549324762254,0.01712792502699781,0.7390819986661276,0.00819432024908875,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,13,13,5,sae_over_feature_shuffle_ratio,64,0.8177385665140113,,1.0843355208067156,,0.8655796047164885,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,14,14,6,feature_shuffled_matched_norm,64,6.478131945171054,0.11538404121945918,1.2366463437912956,0.008129047613215352,0.8694285920688084,0.005970007565311315,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,14,14,6,sae,64,5.762770047263493,0.12892541513464315,1.3352050705561562,0.015620920196241861,0.7821760650665041,0.008510755459702686,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,14,14,6,sae_over_feature_shuffle_ratio,64,0.8895728114274043,,1.079698393368229,,0.8996438260735288,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,16,16,8,feature_shuffled_matched_norm,64,6.536467582460434,0.10220881635219543,1.20127444797092,0.008285866809122048,0.8565108946391514,0.004787216932358166,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,16,16,8,sae,64,5.476088470882839,0.10292450385047329,1.1685757334270175,0.010125763606599213,0.7659066376231966,0.006893817808065538,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,16,16,8,sae_over_feature_shuffle_ratio,64,0.8377748993320256,,0.9727799799628352,,0.8942170408070215,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,17,17,9,feature_shuffled_matched_norm,64,7.226769583565848,0.12166628458174979,1.3023600010644822,0.010917017169493316,0.9106105849856422,0.004954217642948469,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,17,17,9,sae,64,6.183985755557106,0.12735668066174852,1.2316686671877664,0.011227498534322505,0.8233083287874857,0.006753037459456932,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,17,17,9,sae_over_feature_shuffle_ratio,64,0.85570539977086,,0.9457205889163239,,0.9041277823499789,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,18,18,10,feature_shuffled_matched_norm,64,7.4662443569728305,0.14305564750290692,1.2916632909623404,0.011559173646466258,0.8927268016906011,0.004276627861974749,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,18,18,10,sae,64,7.000440446157304,0.1837329562553428,1.2191187237936354,0.01238288713776365,0.7989451383787488,0.006006144686207602,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,18,18,10,sae_over_feature_shuffle_ratio,64,0.9376120190359822,,0.9438363173465614,,0.8949492015538759,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,20,20,12,feature_shuffled_matched_norm,64,8.827085812886557,0.21983061844092056,1.3459861183923387,0.015616169469336503,0.9144497788141644,0.0032576053496495,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,20,20,12,sae,64,8.936710781521267,0.27610173348960665,1.3250232991718112,0.020026980355593974,0.8197485019290258,0.005670716014902952,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,20,20,12,sae_over_feature_shuffle_ratio,64,1.0124191574613073,,0.9844256794820694,,0.8964390619592638,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,21,21,13,feature_shuffled_matched_norm,64,9.461916272602384,0.24058386540731708,1.3472277758613465,0.01939836976717519,0.911544300260998,0.0035677262464363195,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,21,21,13,sae,64,10.438406429593526,0.37785254892490194,1.3320564939862205,0.022638604001994488,0.8535495949169946,0.005183597252719488,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,21,21,13,sae_over_feature_shuffle_ratio,64,1.103202155764011,,0.9887388887410473,,0.9363775240244516,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,22,22,14,feature_shuffled_matched_norm,64,10.022251174563454,0.2683707968445775,1.3349802002074227,0.021260726204701895,0.9112804995642768,0.003589826578496175,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,22,22,14,sae,64,11.788867314656576,0.46073008241524743,1.3365903903567602,0.02493120103427922,0.868612321596297,0.004868078964973408,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,22,22,14,sae_over_feature_shuffle_ratio,64,1.1762693939039173,,1.0012061528321448,,0.9531777778758775,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,24,24,16,feature_shuffled_matched_norm,64,11.488729083348835,0.36701136389642636,1.42733052987901,0.027248487723709493,0.9395860187591069,0.0028014082823285395,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,24,24,16,sae,64,12.295846484956288,0.4462265334377529,1.3965661733869523,0.028427986221204366,0.9057481790345813,0.004319232563358738,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,24,24,16,sae_over_feature_shuffle_ratio,64,1.0702529753945758,,0.9784462282225088,,0.9639864375917231,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,25,25,17,feature_shuffled_matched_norm,64,11.935821275862436,0.37258613920501327,1.4584722348621912,0.029141415777387568,0.9476587412849306,0.0028661977334423897,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,25,25,17,sae,64,12.388642916603693,0.43508186626351014,1.4357716734447177,0.0284101165545007,0.9421909044659327,0.004843339185951405,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,25,25,17,sae_over_feature_shuffle_ratio,64,1.0379380379678598,,0.9844353832216638,,0.9942301626305013,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,26,26,18,feature_shuffled_matched_norm,64,12.077336826021709,0.360540688797559,1.4736350377400715,0.03102303399563415,0.9546132106629629,0.0027694446305001306,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,26,26,18,sae,64,12.180801951696003,0.40665792080017843,1.4571413161262634,0.02869926350851572,0.9731891694523039,0.005451676427527008,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,26,26,18,sae_over_feature_shuffle_ratio,64,1.0085668825143113,,0.9888074582977462,,1.0194591469946663,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,28,28,20,feature_shuffled_matched_norm,64,12.865633374168759,0.32797504064854205,1.477995893311879,0.028094075014292466,0.973484854849558,0.003158214620609476,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,28,28,20,sae,64,12.504273096720377,0.34020166978571914,1.4483644186504303,0.026127276387538124,0.9762395383819701,0.004802748810719004,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,28,28,20,sae_over_feature_shuffle_ratio,64,0.9719127487206413,,0.9799515852543739,,1.0028297138046773,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,29,29,21,feature_shuffled_matched_norm,64,13.687101061381991,0.3410280865255654,1.500571852638608,0.02716306082610987,0.9937600578580584,0.0033594208131819845,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,29,29,21,sae,64,13.158228737967354,0.34946074339289396,1.4711449695011927,0.025129720965078914,0.9941156780908978,0.004610334726150363,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,29,29,21,sae_over_feature_shuffle_ratio,64,0.961359799928208,,0.9803895540985451,,1.0003578532162039,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,30,30,22,feature_shuffled_matched_norm,64,14.723351841881161,0.29409426978428527,1.5258191067074973,0.023635937701288703,0.98311980565389,0.003054023951934579,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,30,30,22,sae,64,14.121406494625031,0.281133629615762,1.4750039104431394,0.021632716588969415,0.9744084174670871,0.004183169812119094,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,30,30,22,sae_over_feature_shuffle_ratio,64,0.9591162831860153,,0.9666964478023807,,0.9911390370362757,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,final,9999,full,feature_shuffled_matched_norm,64,10.202970716688368,0.429026674084232,,0.0,,0.0,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,final,9999,full,sae,64,11.105635885208372,0.3743573978612523,,0.0,,0.0,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,8,blocks.8.hook_resid_post,final,9999,full,sae_over_feature_shuffle_ratio,64,1.0884708183121188,,,,,,14.188874713958256,0.5850842860009935,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,12,12,0,feature_shuffled_matched_norm,64,1.0664403239885967,0.04473448574738251,0.5769474213085477,0.007675029846744794,0.14984204939433507,0.005934982759096061,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,12,12,0,sae,64,1.4263640717854575,0.04476718106792505,0.57693474444132,0.007676237442040188,0.19069651053065345,0.005719720079333929,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,12,12,0,sae_over_feature_shuffle_ratio,64,1.3375001298250886,,0.999978027690636,,1.2726501759783253,,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,13,13,1,feature_shuffled_matched_norm,64,3.8739619103689042,0.1219315349990834,0.9214882216756306,0.013234304277619171,0.5337887756408207,0.013121974256370284,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,13,13,1,sae,64,3.076580936946566,0.07872592797140983,0.9949661200008695,0.013349717873500122,0.41996789025881937,0.009169248850611947,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,13,13,1,sae_over_feature_shuffle_ratio,64,0.7941691240463419,,1.0797382935526045,,0.7867679303571757,,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,14,14,2,feature_shuffled_matched_norm,64,4.100246395383563,0.12382508632509005,0.9400018056233724,0.011757469120172895,0.5682213278043837,0.013217247113913375,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,14,14,2,sae,64,3.0966539193713474,0.08055880423003312,0.9513575992886982,0.015610802139818912,0.4158424413393414,0.009801955544100825,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,14,14,2,sae_over_feature_shuffle_ratio,64,0.7552360567545032,,1.0120806083535074,,0.7318318074158942,,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,16,16,4,feature_shuffled_matched_norm,64,4.6672370623028465,0.11741778757415437,1.018435781910306,0.01215803122779629,0.64160769799399,0.012441459130861135,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,16,16,4,sae,64,3.6414319825550865,0.0963718131091771,0.934921818120139,0.013316362941211794,0.48764156822174315,0.00996793398330817,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,16,16,4,sae_over_feature_shuffle_ratio,64,0.7802114899984058,,0.9179978106881538,,0.7600307317795164,,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,17,17,5,feature_shuffled_matched_norm,64,5.326865514119466,0.11748095389118732,1.1275272293696328,0.012336710169754758,0.7376759563173566,0.010654338303211938,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,17,17,5,sae,64,3.996183739768134,0.11203256050777675,0.9794363199718414,0.012566655109627293,0.5466436951879471,0.009904624570112663,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,17,17,5,sae_over_feature_shuffle_ratio,64,0.7501942238218315,,0.8686586846504943,,0.7410349903728931,,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,18,18,6,feature_shuffled_matched_norm,64,6.090241939302475,0.13299806256558327,1.2070229621160597,0.013195744344705334,0.8050620792404054,0.009704341517264929,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,18,18,6,sae,64,4.2764498014298695,0.12932580754679973,0.9865452599903893,0.01366902065801648,0.5535353810068161,0.010978983005687521,14.926148187546502,0.5769576657386053,63,32256
Llama-3.1-8B,12,blocks.12.hook_resid_post,18,18,6,sae_over_feature_shuffle_ratio,64,0.7021806102369158,,0.817337607447711,,0.6875685680402305,,14.926148187546502,0.5769576657386053,63,32256
